--------- beginning of system
I/Vold    (  150): Vold 2.1 (the revenge) firing up
D/VoldCmdListener(  150): cryptfs mountdefaultencrypted
D/ConnectivityService(  471): ConnectivityService NetworkRequestInfo binderDied(NetworkRequest [ id=30, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ], android.os.BinderProxy@145e55ea)
D/ConnectivityService(  471): ConnectivityService NetworkRequestInfo binderDied(NetworkRequest [ id=32, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ], android.os.BinderProxy@75410db)
D/ConnectivityService(  471): releasing NetworkRequest NetworkRequest [ id=30, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
I/WindowState(  471): WIN DEATH: Window{38b371 u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity}
E/ConnectivityService(  471): RemoteException caught trying to send a callback msg for NetworkRequest [ id=30, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  471): releasing NetworkRequest NetworkRequest [ id=32, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
E/ConnectivityService(  471): RemoteException caught trying to send a callback msg for NetworkRequest [ id=32, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
W/ActivityManager(  471): Force removing ActivityRecord{2943cf5 u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity t4236}: app died, no saved state
D/ConnectivityService(  471): updateNetworkScore for NetworkAgentInfo [WIFI () - 100] to 60
D/ConnectivityService(  471): rematching NetworkAgentInfo [WIFI () - 100]
D/ConnectivityService(  471): Network NetworkAgentInfo [WIFI () - 100] was already satisfying request 1. No change.
D/ConnectivityService(  471): notifyType AVAILABLE for NetworkAgentInfo [WIFI () - 100]
W/InputMethodManagerService(  471): Got RemoteException sending setActive(false) notification to pid 11221 uid 10035
W/ActivityManager(  471): Spurious death for ProcessRecord{67e79e8 11300:com.android.chrome:privileged_process0/u0a35}, curProc for 11300: null
W/ActivityManager(  471): Unbind failed: could not find connection for android.os.BinderProxy@15ac2879
W/ActivityManager(  471): Spurious death for ProcessRecord{314f6b09 11221:com.android.chrome/u0a35}, curProc for 11221: null
I/ActivityManager(  471): Force stopping com.android.chrome appid=10035 user=0: clear data
I/ActivityManager(  471): Start proc 11776:com.android.chrome/u0a35 for content provider com.android.chrome/com.google.android.apps.chrome.icing.IcingProvider
W/ResourcesManager(11776): Asset path '/system/framework/com.android.media.remotedisplay.jar' does not exist or contains no resources.
W/ResourcesManager(11776): Asset path '/system/framework/com.android.location.provider.jar' does not exist or contains no resources.
W/FileUtils( 8910): Failed to chmod(/storage/emulated/0/trepn/Trepn_2018.06.16_143439.db): android.system.ErrnoException: chmod failed: EPERM (Operation not permitted)
D/ConnectivityService(  471): updateNetworkScore for NetworkAgentInfo [WIFI () - 100] to 56
D/ConnectivityService(  471): rematching NetworkAgentInfo [WIFI () - 100]
D/ConnectivityService(  471): Network NetworkAgentInfo [WIFI () - 100] was already satisfying request 1. No change.
D/ConnectivityService(  471): notifyType AVAILABLE for NetworkAgentInfo [WIFI () - 100]
D/ConnectivityService(  471): updateNetworkScore for NetworkAgentInfo [WIFI () - 100] to 60
D/ConnectivityService(  471): rematching NetworkAgentInfo [WIFI () - 100]
D/ConnectivityService(  471): Network NetworkAgentInfo [WIFI () - 100] was already satisfying request 1. No change.
D/ConnectivityService(  471): notifyType AVAILABLE for NetworkAgentInfo [WIFI () - 100]
I/UsageStatsService(  471): User[0] Flushing usage stats to disk
D/WifiService(  471): acquireWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@d709b77}
D/WifiService(  471): releaseWifiLockLocked: WifiLock{NlpWifiLock type=2 binder=android.os.BinderProxy@d709b77}
I/ActivityManager(  471): Force stopping com.android.chrome appid=10035 user=0: from pid 12429
I/ActivityManager(  471): Killing 11776:com.android.chrome/u0a35 (adj 9): stop com.android.chrome
W/ActivityManager(  471): Spurious death for ProcessRecord{22c6b780 11776:com.android.chrome/u0a35}, curProc for 11776: null
I/ActivityManager(  471): START u0 {act=android.intent.action.VIEW flg=0x10008000 cmp=com.android.chrome/com.google.android.apps.chrome.Main} from uid 2000 on display 0
V/WindowManager(  471): addAppToken: AppWindowToken{5c5e55f token=Token{c059fe ActivityRecord{78551b9 u0 com.android.chrome/com.google.android.apps.chrome.Main t4237}}} to stack=1 task=4237 at 0
I/ActivityManager(  471): Start proc 12441:com.android.chrome/u0a35 for activity com.android.chrome/com.google.android.apps.chrome.Main
W/ResourcesManager(12441): Asset path '/system/framework/com.android.media.remotedisplay.jar' does not exist or contains no resources.
W/ResourcesManager(12441): Asset path '/system/framework/com.android.location.provider.jar' does not exist or contains no resources.
I/ActivityManager(  471): START u0 {cmp=com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity (has extras)} from uid 10035 on display 0
V/WindowManager(  471): addAppToken: AppWindowToken{229de444 token=Token{2712157 ActivityRecord{693aad6 u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity t4238}}} to stack=1 task=4238 at 0
V/WindowManager(  471): Based on layer: Adding window Window{33e9766b u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity} at 3 of 17
I/ActivityManager(  471): Start proc 12468:com.android.chrome:sandboxed_process0/u0i18 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService0
I/ActivityManager(  471): Start proc 12515:com.android.chrome:privileged_process0/u0a35 for service com.android.chrome/org.chromium.content.app.PrivilegedProcessService0
D/ConnectivityService(  471): listenForNetwork for NetworkRequest [ id=33, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  471): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 100]
D/ConnectivityService(  471): apparently satisfied.  currentScore=100
D/ConnectivityService(  471): listenForNetwork for NetworkRequest [ id=34, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  471): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 100]
D/ConnectivityService(  471): apparently satisfied.  currentScore=100
W/libprocessgroup(  471): failed to open /acct/uid_10035/pid_12468/cgroup.procs: No such file or directory
I/ActivityManager(  471): Process com.android.chrome:sandboxed_process0 (pid 12468) has died
W/ActivityManager(  471): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.SandboxedProcessService0 in 1000ms
I/ActivityManager(  471): START u0 {act=android.intent.action.VIEW flg=0x10808000 cmp=com.android.chrome/com.google.android.apps.chrome.Main (has extras)} from uid 10035 on display 0
V/WindowManager(  471): addAppToken: AppWindowToken{3388d3b3 token=Token{12237d22 ActivityRecord{1e83aed u0 com.android.chrome/com.google.android.apps.chrome.Main t4239}}} to stack=1 task=4239 at 0
D/ConnectivityService(  471): releasing NetworkRequest NetworkRequest [ id=34, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  471): listenForNetwork for NetworkRequest [ id=35, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  471): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 100]
D/ConnectivityService(  471): apparently satisfied.  currentScore=100
I/ActivityManager(  471): START u0 {act=android.intent.action.VIEW flg=0x14002000 cmp=com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity (has extras)} from uid 10035 on display 0
V/WindowManager(  471): addAppToken: AppWindowToken{120b8e7a token=Token{18fadaa5 ActivityRecord{562609c u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity t4240}}} to stack=1 task=4240 at 0
V/WindowManager(  471): Based on layer: Adding window Window{106e0fa3 u0 Starting com.android.chrome} at 4 of 18
V/WindowManager(  471): Adding window Window{272552f7 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity} at 4 of 19 (before Window{106e0fa3 u0 Starting com.android.chrome})
I/ActivityManager(  471): Start proc 12631:com.android.chrome:sandboxed_process0/u0i19 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService0
V/WindowManager(  471): Adding window Window{b3bd3d0 u0 SurfaceView} at 4 of 20 (before Window{272552f7 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity})
I/ActivityManager(  471): Start proc 12683:com.android.chrome:sandboxed_process1/u0i20 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService1
I/ActivityManager(  471): Activity reported stop, but no longer stopping: ActivityRecord{693aad6 u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity t4238 f}
W/FileUtils( 8910): Failed to chmod(/storage/emulated/0/trepn/Trepn_2018.06.16_143759.db): android.system.ErrnoException: chmod failed: EPERM (Operation not permitted)
D/TaskPersister(  471): removeObsoleteFile: deleting file=4238_task_thumbnail.png
I/ActivityManager(  471): START u0 {act=android.intent.action.VIEW dat=localhost:8000 flg=0x10000000 cmp=com.android.chrome/com.google.android.apps.chrome.Main} from uid 2000 on display 0
V/WindowManager(  471): addAppToken: AppWindowToken{2517aa2 token=Token{2d41be6d ActivityRecord{23fad684 u0 com.android.chrome/com.google.android.apps.chrome.Main t4241}}} to stack=1 task=4241 at 0
D/ConnectivityService(  471): releasing NetworkRequest NetworkRequest [ id=35, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  471): listenForNetwork for NetworkRequest [ id=36, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  471): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 100]
D/ConnectivityService(  471): apparently satisfied.  currentScore=100
I/ActivityManager(  471): START u0 {act=android.intent.action.VIEW dat=localhost:8000 flg=0x14002000 cmp=com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity (has extras)} from uid 10035 on display 0
W/InputMethodManagerService(  471): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@2e914e25 attribute=null, token = android.os.BinderProxy@7d91ef6
I/ActivityManager(  471): Start proc 12756:com.android.chrome:sandboxed_process2/u0i21 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService2
W/libprocessgroup(  471): failed to open /acct/uid_10035/pid_12683/cgroup.procs: No such file or directory
I/ActivityManager(  471): Process com.android.chrome:sandboxed_process1 (pid 12683) has died
W/ActivityManager(  471): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.SandboxedProcessService1 in 1000ms
I/ActivityManager(  471): Start proc 12883:com.android.chrome:sandboxed_process3/u0i22 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService3
W/libprocessgroup(  471): failed to open /acct/uid_10035/pid_12883/cgroup.procs: No such file or directory
I/ActivityManager(  471): Process com.android.chrome:sandboxed_process3 (pid 12883) has died
W/ActivityManager(  471): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.SandboxedProcessService3 in 1000ms
I/ActivityManager(  471): Force stopping com.android.chrome appid=10035 user=0: from pid 13024
I/ActivityManager(  471): Killing 12515:com.android.chrome:privileged_process0/u0a35 (adj 0): stop com.android.chrome
W/ActivityManager(  471): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.PrivilegedProcessService0 in 1000ms
I/ActivityManager(  471): Killing 12441:com.android.chrome/u0a35 (adj 0): stop com.android.chrome
I/WindowState(  471): WIN DEATH: Window{b3bd3d0 u0 SurfaceView}
D/ConnectivityService(  471): ConnectivityService NetworkRequestInfo binderDied(NetworkRequest [ id=33, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ], android.os.BinderProxy@19dbb34f)
D/ConnectivityService(  471): releasing NetworkRequest NetworkRequest [ id=33, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  471): ConnectivityService NetworkRequestInfo binderDied(NetworkRequest [ id=36, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ], android.os.BinderProxy@31479adc)
E/ConnectivityService(  471): RemoteException caught trying to send a callback msg for NetworkRequest [ id=33, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  471): releasing NetworkRequest NetworkRequest [ id=36, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
E/ConnectivityService(  471): RemoteException caught trying to send a callback msg for NetworkRequest [ id=36, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
I/WindowState(  471): WIN DEATH: Window{272552f7 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity}
W/ActivityManager(  471): Exception when unbinding service com.android.chrome/org.chromium.content.app.SandboxedProcessService2
W/ActivityManager(  471): android.os.DeadObjectException
W/ActivityManager(  471): 	at android.os.BinderProxy.transactNative(Native Method)
W/ActivityManager(  471): 	at android.os.BinderProxy.transact(Binder.java:496)
W/ActivityManager(  471): 	at android.app.ApplicationThreadProxy.scheduleUnbindService(ApplicationThreadNative.java:921)
W/ActivityManager(  471): 	at com.android.server.am.ActiveServices.removeConnectionLocked(ActiveServices.java:1795)
W/ActivityManager(  471): 	at com.android.server.am.ActiveServices.killServicesLocked(ActiveServices.java:2193)
W/ActivityManager(  471): 	at com.android.server.am.ActivityManagerService.cleanUpApplicationRecordLocked(ActivityManagerService.java:14895)
W/ActivityManager(  471): 	at com.android.server.am.ActivityManagerService.handleAppDiedLocked(ActivityManagerService.java:4552)
W/ActivityManager(  471): 	at com.android.server.am.ActivityManagerService.removeProcessLocked(ActivityManagerService.java:5789)
W/ActivityManager(  471): 	at com.android.server.am.ActivityManagerService.killPackageProcessesLocked(ActivityManagerService.java:5594)
W/ActivityManager(  471): 	at com.android.server.am.ActivityManagerService.forceStopPackageLocked(ActivityManagerService.java:5655)
W/ActivityManager(  471): 	at com.android.server.am.ActivityManagerService.forceStopPackageLocked(ActivityManagerService.java:5499)
W/ActivityManager(  471): 	at com.android.server.am.ActivityManagerService.forceStopPackage(ActivityManagerService.java:5309)
