--------- beginning of system
I/Vold    (  153): Vold 2.1 (the revenge) firing up
D/VoldCmdListener(  153): cryptfs mountdefaultencrypted
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1033): Hotword upgrade key is null!
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
I/MicroDetectionWorker( 1033): onReady
W/LocationOracle( 1033): No location history returned by ContextManager
I/MicroRecognitionRunner( 1033): Starting detection.
I/MicrophoneInputStream( 1033): mic_starting com.google.android.apps.gsa.speech.audio.af@2e8d39b
I/AudioFlinger(  208): AudioFlinger's thread 0xab655fe8 ready to run
I/SoundTriggerHwService::Module(  208): void android::SoundTriggerHwService::Module::onCallbackEvent(const android::sp<android::SoundTriggerHwService::CallbackEvent>&) mClient == 0
I/MicrophoneInputStream( 1033): mic_started com.google.android.apps.gsa.speech.audio.af@2e8d39b
W/ctxmgr  (  855): [AclManager]No 3 for (accnt=account#-517948760#, com.google.android.gms(10008):UserVelocityProducer, vrsn=12685011, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 855). Was: 3 for 1, account#-517948760#
E/SQLiteLog(  855): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
E/SQLiteLog(  855): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
E/SQLiteLog(  855): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/MicroDetectionWorker( 1033): onReady
I/art     (  855): Background sticky concurrent mark sweep GC freed 92538(4MB) AllocSpace objects, 5(348KB) LOS objects, 13% free, 32MB/37MB, paused 24.647ms total 154.095ms
I/art     (  455): Explicit concurrent mark sweep GC freed 63916(3MB) AllocSpace objects, 17(876KB) LOS objects, 33% free, 30MB/45MB, paused 575us total 208.830ms
I/vgn     (  855): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/vgn     (  855): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/GeofencerStateMachine(  855): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
I/GeofencerStateMachine(  855): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
I/PlaceInferenceEngine(  855): [anon] Changed inference mode: 0
I/Places  (  855): ?: PlacesBleScanner start() with priority 2
I/PlaceInferenceEngine(  855): [anon] Changed inference mode: 1
I/Places  (  855): Converted 6 out of 17 WiFi scans
D/BluetoothAdapter(  855): 869888788: getState() :  mService = null. Returning STATE_OFF
I/PlaceInferenceEngine(  855): [anon] Changed inference mode: 1
I/BeaconBle(  855): Using BLE 'L' hardware layer
I/BeaconBle(  855): Client requested scan, settings=BleSettings [scanMode=ZERO_POWER, callbackType=ALL_MATCHES, reportDelayMillis=0, 1 filters, 0 clients, callingClientName=Places]
E/BeaconBle(  855): Scan couldn't start for Places
W/Places  (  855): BLE failure while scanning - code 5
I/PlaceInferenceEngine(  855): No beacon scan available - ignoring candidates.
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/ctxmgr  (  855): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):PlacesProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 855). Was: 3 for 18, account#-517948760#
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/Babel_ConcService( 3153): Unbinding ConcurrentService
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  455): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=0.42 rxSuccessRate=0.28 targetRoamBSSID=any RSSI=-40
E/WifiStateMachine(  455): WifiStateMachine starting scan for "YOU SHALL NOT PASS"WPA_PSK with 2437
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime( 5542): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime( 5542): CheckJNI is OFF
D/AndroidRuntime( 5542): Calling main entry com.android.commands.pm.Pm
I/art     ( 5542): System.exit called, status: 0
I/AndroidRuntime( 5542): VM exiting with result code 0.
D/AndroidRuntime( 5555): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime( 5555): CheckJNI is OFF
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime( 5555): Calling main entry com.android.commands.pm.Pm
I/art     ( 5555): System.exit called, status: 0
I/AndroidRuntime( 5555): VM exiting with result code 0.
D/AndroidRuntime( 5588): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime( 5588): CheckJNI is OFF
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime( 5588): Calling main entry com.android.commands.monkey.Monkey
W/BroadcastQueue(  455): Skipping deliver [background] BroadcastRecord{2a335932 u-1 android.net.conn.CONNECTIVITY_CHANGE} to ReceiverList{bb66683 5588 (unknown name)/2000/u-1 remote:dba4e94}: process crashing
I/ActivityManager(  455): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.quicinc.trepn/.userinterface.main.TrepnActivity} from uid 2000 on display 0
V/WindowManager(  455): addAppToken: AppWindowToken{3039d67e token=Token{3cf039 ActivityRecord{1c37c000 u0 com.quicinc.trepn/.userinterface.main.TrepnActivity t4993}}} to stack=1 task=4993 at 0
V/WindowManager(  455): Adding window Window{226f6d71 u0 Starting com.quicinc.trepn} at 3 of 17 (after Window{26ce2900 u0 com.google.android.googlequicksearchbox/com.google.android.launcher.GEL})
I/CwMcuSensor(  455): CwMcuSensor::flush: fd = 178, sensors_id = 0, path = /sys/class/htc_sensorhub/sensor_hub/flush, err = 0
I/art     ( 5588): System.exit called, status: 0
I/AndroidRuntime( 5588): VM exiting with result code 0.
I/ActivityManager(  455): START u0 {cmp=com.quicinc.trepn/.userinterface.advanced.ProfilingActivity} from uid 10091 on display 0
V/WindowManager(  455): addAppToken: AppWindowToken{1ebb2930 token=Token{ecdf673 ActivityRecord{281072e2 u0 com.quicinc.trepn/.userinterface.advanced.ProfilingActivity t4993}}} to stack=1 task=4993 at 1
V/WindowManager(  455): Based on layer: Adding window Window{226f6d71 u0 Starting com.quicinc.trepn} at 3 of 17
V/WindowManager(  455): Adding window Window{35c6db2e u0 com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity} at 3 of 18 (before Window{226f6d71 u0 Starting com.quicinc.trepn})
V/WindowManager(  455): Adding window Window{36697c3a u0 com.quicinc.trepn/com.quicinc.trepn.userinterface.advanced.ProfilingActivity} at 4 of 19 (before Window{226f6d71 u0 Starting com.quicinc.trepn})
I/ActivityManager(  455): Displayed com.quicinc.trepn/.userinterface.advanced.ProfilingActivity: +163ms (total +49s178ms)
I/PBSessionCacheImpl( 1033): Deleted sessionId[15545895661437] from persistence.
I/MicroDetector( 1033): Keeping mic open: false
I/DeviceStateChecker( 1033): DeviceStateChecker cancelled
I/AudioController( 1033): internalShutdown
I/MicrophoneInputStream( 1033): mic_close com.google.android.apps.gsa.speech.audio.af@2e8d39b
I/MicroRecognitionRunner( 1033): Stopping hotword detection.
I/SoundTriggerHwService::Module(  208): void android::SoundTriggerHwService::Module::onCallbackEvent(const android::sp<android::SoundTriggerHwService::CallbackEvent>&) mClient == 0
I/MicroRecognitionRunner( 1033): Detection finished
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/System.err( 1858): android.content.pm.PackageManager$NameNotFoundException
W/System.err( 1858): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:114)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.c(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.scene.e.q.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.scanner.c.m.run(Unknown Source)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
W/System.err( 1858): 	at java.lang.Thread.run(Thread.java:818)
W/System.err( 1858): android.content.pm.PackageManager$NameNotFoundException
W/System.err( 1858): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:114)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.c(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.c.ai.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.pop.app.scene.e.q.a(Unknown Source)
W/System.err( 1858): 	at com.estrongs.android.scanner.c.m.run(Unknown Source)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
W/System.err( 1858): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
W/System.err( 1858): 	at java.lang.Thread.run(Thread.java:818)
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime( 5605): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime( 5605): CheckJNI is OFF
I/vgn     (  855): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/vgn     (  855): 67-RemovePlaceUpdates -- metadata{ service_id: 0 }
I/Places  (  855): ?: PlacesBleScanner stop()
I/BeaconBle(  855): Scan canceled successfully.
I/PlaceInferenceEngine(  855): [anon] Changed inference mode: 0
I/GeofencerStateMachine(  855): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
D/AndroidRuntime( 5605): Calling main entry com.android.commands.am.Am
I/Trepn   ( 5007): Trepn 6.2s: Received intent: com.quicinc.trepn.load_preferences; filename: /sdcard/trepn/saved_preferences/trepn.pref
D/AndroidRuntime( 5605): Shutting down VM
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime( 5617): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime( 5617): CheckJNI is OFF
D/AndroidRuntime( 5617): Calling main entry com.android.commands.am.Am
I/ActivityManager(  455): Force stopping com.quicinc.trepn appid=10091 user=0: from pid 5617
I/ActivityManager(  455): Killing 5007:com.quicinc.trepn/u0a91 (adj 0): stop com.quicinc.trepn
W/InputDispatcher(  455): channel '35c6db2e com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity (server)' ~ Consumer closed input channel or an error occurred.  events=0x9
E/InputDispatcher(  455): channel '35c6db2e com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity (server)' ~ Channel is unrecoverably broken and will be disposed!
W/InputDispatcher(  455): channel '2e93c49a  (server)' ~ Consumer closed input channel or an error occurred.  events=0x9
E/InputDispatcher(  455): channel '2e93c49a  (server)' ~ Channel is unrecoverably broken and will be disposed!
W/InputDispatcher(  455): channel '36697c3a com.quicinc.trepn/com.quicinc.trepn.userinterface.advanced.ProfilingActivity (server)' ~ Consumer closed input channel or an error occurred.  events=0x9
E/InputDispatcher(  455): channel '36697c3a com.quicinc.trepn/com.quicinc.trepn.userinterface.advanced.ProfilingActivity (server)' ~ Channel is unrecoverably broken and will be disposed!
I/WindowState(  455): WIN DEATH: Window{2e93c49a u0 com.quicinc.trepn}
W/InputDispatcher(  455): Attempted to unregister already unregistered input channel '2e93c49a  (server)'
I/WindowState(  455): WIN DEATH: Window{36697c3a u0 com.quicinc.trepn/com.quicinc.trepn.userinterface.advanced.ProfilingActivity}
W/InputDispatcher(  455): Attempted to unregister already unregistered input channel '36697c3a com.quicinc.trepn/com.quicinc.trepn.userinterface.advanced.ProfilingActivity (server)'
I/WindowState(  455): WIN DEATH: Window{35c6db2e u0 com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity}
W/InputDispatcher(  455): Attempted to unregister already unregistered input channel '35c6db2e com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity (server)'
W/ActivityManager(  455): Scheduling restart of crashed service com.quicinc.trepn/.TrepnService in 1000ms
W/ActivityManager(  455): Force removing ActivityRecord{281072e2 u0 com.quicinc.trepn/.userinterface.advanced.ProfilingActivity t4993}: app died, no saved state
I/ActivityManager(  455):   Force finishing activity 3 ActivityRecord{1c37c000 u0 com.quicinc.trepn/.userinterface.main.TrepnActivity t4993}
I/ActivityManager(  455):   Force stopping service ServiceRecord{2faa828b u0 com.quicinc.trepn/.TrepnService}
W/ActivityManager(  455): Spurious death for ProcessRecord{3c9b73d5 5007:com.quicinc.trepn/u0a91}, curProc for 5007: null
D/AndroidRuntime( 5617): Shutting down VM
W/InputMethodManagerService(  455): Got RemoteException sending setActive(false) notification to pid 5007 uid 10091
W/SessionLifecycleManager( 1033): Handover failed. Creating new session controller.
W/LocationOracle( 1033): No location history returned by ContextManager
I/MicroDetectionWorker( 1033): #updateMicroDetector [detectionMode: [mDetectionMode: [1]]]
I/MicroDetectionWorker( 1033): #startMicroDetector [speakerMode: 0]
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1033): Hotword upgrade key is null!
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1033): Hotword upgrade key is null!
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
