--------- beginning of crash
F/libc    (29974): Fatal signal 11 (SIGSEGV), code 1, fault addr 0x7f859072f4 in tid 29985 (Binder_2)
W/InputDispatcher(  451): Attempted to unregister already unregistered input channel '3b1d90a8 com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity (server)'
W/ActivityManager(  451): Force removing ActivityRecord{2be453d5 u0 com.quicinc.trepn/.userinterface.main.TrepnActivity t3814}: app died, no saved state
W/ActivityManager(  451): Spurious death for ProcessRecord{110e78af 31712:com.quicinc.trepn/u0a91}, curProc for 31712: null
D/AndroidRuntime( 3761): Shutting down VM
W/InputMethodManagerService(  451): Got RemoteException sending setActive(false) notification to pid 31712 uid 10091
W/SessionLifecycleManager(15005): Handover failed. Creating new session controller.
I/MicroDetectionWorker(15005): #updateMicroDetector [detectionMode: [mDetectionMode: [1]]]
I/MicroDetectionWorker(15005): #startMicroDetector [speakerMode: 0]
D/BluetoothAdapter(15005): 282265226: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter(15005): 282265226: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings(15005): Hotword upgrade key is null!
D/BluetoothAdapter(15005): 282265226: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings(15005): Hotword upgrade key is null!
I/MicroDetectionWorker(15005): onReady
D/BluetoothAdapter(15005): 282265226: getState() :  mService = null. Returning STATE_OFF
I/MicroRecognitionRunner(15005): Starting detection.
I/MicrophoneInputStream(15005): mic_starting com.google.android.apps.gsa.speech.audio.af@26633670
W/LocationOracle(15005): No location history returned by ContextManager
I/AudioFlinger(  205): AudioFlinger's thread 0xabc00648 ready to run
I/SoundTriggerHwService::Module(  205): void android::SoundTriggerHwService::Module::onCallbackEvent(const android::sp<android::SoundTriggerHwService::CallbackEvent>&) mClient == 0
I/MicrophoneInputStream(15005): mic_started com.google.android.apps.gsa.speech.audio.af@26633670
I/GeofencerStateMachine(  965): sendNewTransitions called.
W/ctxmgr  (  965): [AclManager]No 3 for (accnt=account#-517948760#, com.google.android.gms(10008):UserVelocityProducer, vrsn=12685011, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 965). Was: 3 for 1, account#-517948760#
E/SQLiteLog(  965): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
E/SQLiteLog(  965): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
E/SQLiteLog(  965): (2067) abort at 35 in [INSERT INTO context(context_name,end_time,context_family,module_id,version,sync_state_mod_time_millis,start_time,sync_state,context_id,time_type,proto_blob) VALUES (?,?,?,?,?,?,?,?,?,?,?)]: UNI
I/vgn     (  965): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/GeofencerStateMachine(  965): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
I/GeofencerStateMachine(  965): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
W/ctxmgr  (  965): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 965). Was: 3 for 1, account#-517948760#
I/PlaceInferenceEngine(  965): [anon] Changed inference mode: 0
W/ctxmgr  (  965): [AclManager]No 2 for (accnt=account#1813920180#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 965). Was: 2 for 1, account#1813920180#
W/ctxmgr  (  965): [AclManager]No 2 for (accnt=account#1644684176#, com.google.android.gms(10008):UserLocationProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 965). Was: 2 for 1, account#1644684176#
I/MicroDetectionWorker(15005): onReady
I/vgn     (  965): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/Places  (  965): ?: PlacesBleScanner start() with priority 2
I/PlaceInferenceEngine(  965): [anon] Changed inference mode: 1
I/Places  (  965): Converted 0 out of 30 WiFi scans
I/BeaconBle(  965): Client requested scan, settings=BleSettings [scanMode=ZERO_POWER, callbackType=ALL_MATCHES, reportDelayMillis=0, 1 filters, 0 clients, callingClientName=Places]
E/BeaconBle(  965): Scan couldn't start for Places
W/Places  (  965): BLE failure while scanning - code 5
I/PlaceInferenceEngine(  965): [anon] Changed inference mode: 1
I/PlaceInferenceEngine(  965): No beacon scan available - ignoring candidates.
W/OpenGLRenderer(  902): Incorrectly called buildLayer on View: ShortcutAndWidgetContainer, destroying layer...
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/ctxmgr  (  965): [AclManager]No 2 for (accnt=account#-517948760#, com.google.android.gms(10008):PlacesProducer, vrsn=12685000, 0, 3pPkg = null ,  3pMdlId = null ,  pid = 965). Was: 3 for 18, account#-517948760#
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime( 3802): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime( 3802): CheckJNI is OFF
D/AndroidRuntime( 3802): Calling main entry com.android.commands.am.Am
I/ActivityManager(  451): Start proc 3814:com.quicinc.trepn/u0a91 for service com.quicinc.trepn/.TrepnService
D/AndroidRuntime( 3802): Shutting down VM
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime( 3853): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime( 3853): CheckJNI is OFF
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime( 3853): Calling main entry com.android.commands.am.Am
I/ActivityManager(  451): Force stopping com.android.chrome appid=10035 user=0: from pid 3853
I/ActivityManager(  451): Killing 3160:com.android.chrome/u0a35 (adj 9): stop com.android.chrome
W/ActivityManager(  451): Spurious death for ProcessRecord{19504e4f 3160:com.android.chrome/u0a35}, curProc for 3160: null
I/ActivityManager(  451): START u0 {act=android.intent.action.VIEW flg=0x10008000 cmp=com.android.chrome/com.google.android.apps.chrome.Main} from uid 2000 on display 0
V/WindowManager(  451): addAppToken: AppWindowToken{2e089ba token=Token{30e5bae5 ActivityRecord{1f2799dc u0 com.android.chrome/com.google.android.apps.chrome.Main t3815}}} to stack=1 task=3815 at 0
D/AndroidRuntime( 3853): Shutting down VM
I/ActivityManager(  451): Start proc 3870:com.android.chrome/u0a35 for activity com.android.chrome/com.google.android.apps.chrome.Main
W/DynamiteModule( 3870): Local module descriptor class for com.google.android.gms.googlecertificates not found.
I/DynamiteModule( 3870): Considering local module com.google.android.gms.googlecertificates:0 and remote module com.google.android.gms.googlecertificates:4
I/DynamiteModule( 3870): Selected remote version of com.google.android.gms.googlecertificates, version >= 4
W/ResourcesManager( 3870): Asset path '/system/framework/com.android.media.remotedisplay.jar' does not exist or contains no resources.
W/ResourcesManager( 3870): Asset path '/system/framework/com.android.location.provider.jar' does not exist or contains no resources.
I/cr_InstantAppsHandler( 3870): Not handling with Instant Apps (other)
I/ActivityManager(  451): START u0 {cmp=com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity (has extras)} from uid 10035 on display 0
V/WindowManager(  451): addAppToken: AppWindowToken{227791e3 token=Token{f9a9612 ActivityRecord{3b39619d u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity t3816}}} to stack=1 task=3816 at 0
I/cr_LibraryLoader( 3870): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  ( 3870): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  ( 3870): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
W/cr_ChildProcLH( 3870): Create a new ChildConnectionAllocator with package name = com.android.chrome, sandboxed = true
I/cr_LibraryLoader( 3870): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/cr_base ( 3870): Extracting resource /data/data/com.android.chrome/app_chrome/paks/en-GB.pak@12da8129
I/cr_base ( 3870): Extracting resource /data/data/com.android.chrome/app_chrome/paks/en-US.pak@12da8129
I/ActivityManager(  451): Start proc 3896:com.android.chrome:sandboxed_process0/u0i746 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService0
W/dboxed_process0( 3896): type=1400 audit(0.0:887): avc: denied { search } for name="tmp" dev="dm-0" ino=49 scontext=u:r:isolated_app:s0 tcontext=u:object_r:shell_data_file:s0 tclass=dir permissive=0
I/cr_ChildProcessService( 3896): Creating new ChildProcessService pid=3896
I/cr_LibraryLoader( 3870): Time to load native libraries: 154 ms (timestamps 5274-5428)
I/chromium( 3870): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader( 3870): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
I/art     (  451): Explicit concurrent mark sweep GC freed 95607(6MB) AllocSpace objects, 152(5MB) LOS objects, 33% free, 27MB/41MB, paused 1.186ms total 147.625ms
D/OpenGLRenderer( 3870): Use EGL_SWAP_BEHAVIOR_PRESERVED: true
V/WindowManager(  451): Based on layer: Adding window Window{105aec0d u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity} at 3 of 16
I/OpenGLRenderer( 3870): Initialized EGL, version 1.4
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/OpenGLRenderer( 3870): Enabling debug mode 0
I/cr_VariationsSeedFetch( 3870): Fetched first run seed in 221 ms
I/ActivityManager(  451): Displayed com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity: +634ms (total +848ms)
I/cr_BrowserStartup( 3870): Initializing chromium process, singleProcess=false
I/ActivityManager(  451): Start proc 3944:com.android.chrome:privileged_process0/u0a35 for service com.android.chrome/org.chromium.content.app.PrivilegedProcessService0
W/ResourceType(  627): No package identifier when getting value for resource number 0x00000000
W/PackageManager(  627): Failure retrieving resources for com.quicinc.trepn: Resource ID #0x0
D/ConnectivityService(  451): listenForNetwork for NetworkRequest [ id=696, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  451): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 126]
D/ConnectivityService(  451): apparently satisfied.  currentScore=60
D/ConnectivityManager.CallbackHandler( 3870): CM callback handler got msg 524290
I/cr_ChildProcessService( 3944): Creating new ChildProcessService pid=3944
D/ConnectivityService(  451): listenForNetwork for NetworkRequest [ id=697, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  451): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 126]
D/ConnectivityService(  451): apparently satisfied.  currentScore=60
D/ConnectivityManager.CallbackHandler( 3870): CM callback handler got msg 524290
W/cr_KnoxSettingsProvider( 3870): Permission to read device policy denied.
I/cr_LibraryLoader( 3944): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  ( 3944): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  ( 3944): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/orc     (  987): 28-GetActiveNetworkQuality -- metadata{ service_id: 0 }
I/cr_LibraryLoader( 3944): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/cr_SnippetsLauncher( 3870): Scheduling: 172800 172800
I/cr_LibraryLoader( 3944): Time to load native libraries: 75 ms (timestamps 6419-6494)
I/chromium( 3944): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader( 3944): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
E/libEGL  ( 3944): validate_display:255 error 3008 (EGL_BAD_DISPLAY)
W/Herrevad(  987): [5205] wux.b: Invalid mccmnc 
W/Herrevad(  987): [5205] wux.b: Invalid mccmnc 
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/VideoCapabilities( 3944): Unsupported mime video/mpeg2
W/AudioCapabilities( 3944): Unsupported mime audio/mpeg-L2
W/VideoCapabilities( 3944): Unrecognized level 0 for video/x-vnd.on2.vp8
I/VideoCapabilities( 3944): Unsupported profile 4 for video/mp4v-es
W/cr_MediaCodecUtil( 3944): HW encoder for video/avc is not available on this device.
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime( 3976): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime( 3976): CheckJNI is OFF
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime( 3976): Calling main entry com.android.commands.input.Input
I/Input   ( 3976): injectMotionEvent: MotionEvent { action=ACTION_DOWN, id[0]=0, x[0]=700.0, y[0]=1550.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=73750917, downTime=73750917, deviceId=0, source=0x1002 }
